VALUE,EVT_NAME,LFRDB,EVT_FUEL,EVT_Fuel_N,EVT_LF,EVT_PHYS,EVT_GP,EVT_GP_N,SAF_SRM,EVT_ORDER,EVT_CLASS,EVT_SBCLS,R,G,B,RED,GREEN,BLUE
4602,Micronesian Dry-Site Lava Flow,4602,4602,Sps Micronesian Dry-Site Lava Flow,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4603,Micronesian Dry Coastal Strand,4603,4603,Sh Micronesian Dry Coastal Strand,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4604,Micronesian Lowland Rain Forest,4604,4604,Tr Micronesian Lowland Rain Forest,Tree,Hardwood,810,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,189,0,0,0.741176,0
4605,Micronesian Lowland Limestone Forest,4605,4605,Tr Micronesian Lowland Limestone Forest,Tree,Hardwood,801,Pacific Islands Limestone Forest,LF 81: Pacific Islands Limestone Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,63,255,46,0.247059,1,0.180392
4606,Central and Southern Polynesian Montane Rainforest,4606,4606,Tr Central and Southern Polynesian Montane Rainforest,Tree,Hardwood,810,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen,0,189,0,0,0.741176,0
4609,Micronesian Ravine and Riparian Forest,4609,4609,Tr Micronesian Ravine and Riparian Forest and Shrubland,Tree,Hardwood,806,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,237,0,0,0.929412,0
4610,Polynesian Freshwater Marsh,4610,4610,He Polynesian Freshwater Marsh,Herb,Riparian,809,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,255,153,0,1,0.6,0
4611,Micronesian Swamp Forest,4611,4611,Tr Micronesian Swamp Forest,Tree,Riparian,809,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,67,162,181,0.262745,0.635294,0.709804
4612,Western Pacific Mangrove,4612,4612,Tr Western Pacific Mangrove,Tree,Hardwood,804,Pacific Islands Mangrove Forest,LF 84: Pacific Islands Mangrove Forest,Tree-dominated,Closed tree canopy,Evergreen,0,237,0,0,0.929412,0
4614,Central and Southern Polynesian Coastal Wooded Strand,4614,4614,Tr Central and Southern Polynesian Coastal Wooded Strand,Tree,Hardwood,810,Pacific Islands Upland Forest,LF 90: Pacific Islands Upland Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,189,0,0,0.741176,0
4615,Central and Southern Polynesian Cliff,4615,4615,Sps Central and Southern Polynesian Cliff,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4616,Central and Southern Polynesian Lava Flow,4616,4616,Sps Central and Southern Polynesian Lava Flow,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4617,Central and Southern Polynesian Dry Coastal Strand,4617,4617,Sh Central and Southern Polynesian Dry Coastal Strand,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4618,Central and Southern Polynesian Lowland Rain Forest,4618,4618,Tr Central and Southern Polynesian Lowland Rain Forest,Tree,Hardwood,803,Pacific Islands Lowland Forest,LF 83: Pacific Islands Lowland Forest,Tree-dominated,Closed tree canopy,Evergreen,224,252,192,0.878431,0.988235,0.752941
4620,Central and Southern Polynesian Cloud Forest,4620,4620,Tr Central and Southern Polynesian Cloud Forest,Tree,Hardwood,808,Pacific Islands Scrub Forest/Shrub,LF 88: Pacific Islands Scrub Forest/Shrub,Tree-dominated,Closed tree canopy,Evergreen,0,204,0,0,0.8,0
4621,Central and Southern Polynesian Littoral Forest,4621,4621,Tr Central and Southern Polynesian Littoral Forest,Tree,Hardwood,802,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Tree-dominated,Closed tree canopy,Evergreen,42,255,31,0.164706,1,0.121569
4622,Central and Southern Polynesian Ravine and Riparian Forest,4622,4622,Tr Pacific Islands Ravine Forest,Tree,Hardwood,806,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen,0,237,0,0,0.929412,0
4623,Central and Southern Polynesian Swamp Forest,4623,4623,Tr Central and Southern Polynesian Swamp Forest,Tree,Riparian,809,Pacific Islands Swamp/Marsh,LF 89: Pacific Islands Swamp/Marsh,Tree-dominated,Closed tree canopy,Evergreen,67,162,181,0.262745,0.635294,0.709804
4624,Micronesian Ravine and Riparian Shrubland,4624,4609,Tr Micronesian Ravine and Riparian Forest and Shrubland,Shrub,Riparian,806,Pacific Islands Ravine Forest,LF 86: Pacific Islands Ravine Forest,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,0,237,0,0,0.929412,0
4627,Central and Southern Polynesian Dry Coastal Strand Shrubland,4617,4617,Sh Central and Southern Polynesian Dry Coastal Strand,Shrub,Shrubland,802,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Shrub-dominated,Shrubland,Deciduous shrubland,42,255,31,0.164706,1,0.121569
4628,Central and Southern Polynesian Dry Coastal Strand Herbaceous,4617,4617,Sh Central and Southern Polynesian Dry Coastal Strand,Herb,Grassland,802,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,42,255,31,0.164706,1,0.121569
4629,Micronesian Dry Coastal Strand Shrubland,4603,4603,Sh Micronesian Dry Coastal Strand,Shrub,Shrubland,802,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Shrub-dominated,Shrubland,Deciduous shrubland,42,255,31,0.164706,1,0.121569
4630,Micronesian Dry Coastal Strand Herbaceous,4603,4603,Sh Micronesian Dry Coastal Strand,Herb,Grassland,802,Pacific Islands Littoral/Strand Vegetation,LF 82: Pacific Islands Littoral/Strand Vegetation,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid grassland,42,255,31,0.164706,1,0.121569
4902,Alaska Arctic Floodplain Shrubland,4402,2715,Sh Alaska Arctic Floodplain,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Shrub-dominated,Shrubland,Deciduous shrubland,18,76,135,0.070588,0.298039,0.529412
4903,Alaska Arctic Large River Floodplain Shrubland,4403,2714,Tr Alaska Arctic Large River Floodplain,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Shrub-dominated,Shrubland,Deciduous shrubland,18,76,135,0.070588,0.298039,0.529412
4904,Alaska Arctic Floodplain Herbaceous,4402,2715,Sh Alaska Arctic Floodplain,Herb,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Shrub-dominated,Shrubland,Deciduous shrubland,18,76,135,0.070588,0.298039,0.529412
4905,Alaska Arctic Large River Floodplain Herbaceous,4403,2714,Tr Alaska Arctic Large River Floodplain,Herb,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Shrub-dominated,Shrubland,Deciduous shrubland,18,76,135,0.070588,0.298039,0.529412
4911,Alaskan Pacific Acidic Sedge Peatland,4411,4411,Sh Alaskan Pacific Acidic Shrub-Sedge Peatland,Herb,Riparian,773,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Shrub-dominated,Shrubland,Deciduous,133,39,8,0.521569,0.152941,0.031373
4913,Alaskan Pacific Floodplain Shrubland (Conifer Forest),4413,4413,Tr Alaskan Pacific Floodplain Conifer Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,18,76,135,0.070588,0.298039,0.529412
4914,Alaskan Pacific Maritime Alpine Floodplain Herbaceous,4414,2676,Sh Alaskan Pacific Maritime Alpine Floodplain,Herb,Riparian,751,Alpine Floodplain,SRM 909: Freshwater Marsh,Herbaceous / Nonvascular-dominated,Herbaceous - grassland,Perennial graminoid,255,153,0,1,0.6,0
4937,North American Arctic Wet Sedge-Sphagnum Peatland,4437,4437,Sh North American Arctic Dwarf-shrub-Wet Sedge-Sphagnum Peatland,Herb,Riparian,773,Shrub and Herbaceous Peatlands,LF 71: Shrub and Herbaceous Peatlands,Herbaceous/Non-vascular,Herbaceous - Grassland,Perennial Graminoid,133,39,8,0.521569,0.152941,0.031373
4943,North American Arctic Polygonal Ground Tussock Tundra,4443,4443,Sh North American Arctic Polygonal Ground Shrub & Tussock Tundra,Herb,Grassland,781,Tussock Tundra,SRM 918: Tussock Tundra,Herbaceous/Non-vascular,Herbaceous - Grassland,Perennial Graminoid,255,73,28,1,0.286275,0.109804
4947,North American Arctic-Subarctic Coastal Dune & Beach,4447,2792,Sps Arctic Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4962,Western North American Boreal Lowland Large River Floodplain Shrubland (Conifer Forest),4462,4462,Tr Western North American Boreal Lowland Large River Floodplain Conifer Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 201: White Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,18,76,135,0.070588,0.298039,0.529412
4963,Western North American Boreal Lowland Large River Floodplain Sparse Vegetation,4462,2793,Sps Boreal Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4964,Western North American Boreal Montane Floodplain Sparse Vegetation,4468,2793,Sps Boreal Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4965,Alaskan Pacific Floodplain Sparse Vegetation,4413,2794,Sps Pacific Maritime Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4966,Alaska Arctic Large River Floodplain Sparse Vegetation ,4403,2792,Sps Arctic Sparsely Vegetated,Sparse,Sparsely Vegetated,700,Sparse Vegetation,LF 33: Sparsely Vegetated,No Dominant Lifeform,Sparsely vegetated,Sparsely vegetated,100,100,100,0.392157,0.392157,0.392157
4968,Western North American Boreal Montane Floodplain Shrubland (Conifer Forest),4468,4468,Tr Western North American Boreal Montane Floodplain Conifer Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 201: White Spruce,Tree-dominated,Open Tree Canopy,Evergreen open tree canopy,18,76,135,0.070588,0.298039,0.529412
4969,Western North American Boreal Riparian Stringer Shrubland (Conifer Forest),4469,4469,Tr Western North American Boreal Riparian Stringer Conifer Forest,Shrub,Riparian,770,Riparian Stringer Forest and Shrubland,SAF 201: White Spruce,Tree-dominated,Open Tree Canopy,Mixed,18,76,135,0.070588,0.298039,0.529412
4970,Western North American Boreal Herbaceous Floodplain,4470,2617,Sh Western North American Boreal Shrub and Herbaceous Floodplain,Herb,Riparian,772,Shrub and Herbaceous Floodplain Wetland,SRM 909: Freshwater Marsh,Shrub-dominated,Shrubland,Deciduous,255,153,0,1,0.6,0
4973,Western North American Boreal Herbaceous Rich and Alkaline Fen,4473,2618,Sh Western North American Boreal Shrub-Sedge Rich and Alkaline Fen,Herb,Riparian,783,Wet Meadow,LF 40: Sedge Meadow,Herbaceous/Non-vascular,Herbaceous - Grassland,Perennial Graminoid,255,205,112,1,0.803922,0.439216
4985,Alaskan Pacific Floodplain Shrubland (Deciduous Forest),4413,4485,Tr Alaskan Pacific Floodplain Deciduous Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 223: Sitka Spruce,Tree-dominated,Open Tree Canopy,Deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
4986,Alaskan Pacific Floodplain Shrubland (Mixed Forest),4413,4486,Tr Alaskan Pacific Floodplain Mixed Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open Tree Canopy,Mixed,18,76,135,0.070588,0.298039,0.529412
4987,Western North American Boreal Lowland Large River Floodplain Shrubland (Deciduous Forest),4462,4487,Tr Western North American Boreal Lowland Large River Floodplain Deciduous Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open Tree Canopy,Deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
4988,Western North American Boreal Lowland Large River Floodplain Shrubland (Mixed Forest),4462,4488,Tr Western North American Boreal Lowland Large River Floodplain Mixed Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Open Tree Canopy,Mixed,18,76,135,0.070588,0.298039,0.529412
4989,Western North American Boreal Montane Floodplain Shrubland (Deciduous Forest),4468,4489,Tr Western North American Boreal Montane Floodplain Deciduous Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open Tree Canopy,Deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
4990,Western North American Boreal Montane Floodplain Shrubland (Mixed Forest),4468,4490,Tr Western North American Boreal Montane Floodplain Mixed Forest,Shrub,Riparian,763,Floodplain Forest and Shrubland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Open Tree Canopy,Mixed,18,76,135,0.070588,0.298039,0.529412
4991,Western North American Boreal Riparian Stringer Shrubland (Deciduous Forest),4469,4491,Tr Western North American Boreal Riparian Stringer Deciduous Forest,Shrub,Riparian,770,Riparian Stringer Forest and Shrubland,SAF 203: Balsam Poplar,Tree-dominated,Open Tree Canopy,Deciduous open tree canopy,18,76,135,0.070588,0.298039,0.529412
4992,Western North American Boreal Riparian Stringer Shrubland (Mixed Forest),4469,4492,Tr Western North American Boreal Riparian Stringer Mixed Forest,Shrub,Riparian,770,Riparian Stringer Forest and Shrubland,SAF 202: White Spruce-Paper Birch,Tree-dominated,Open Tree Canopy,Mixed,18,76,135,0.070588,0.298039,0.529412
7008,North Pacific Oak Woodland,7008,2008,Tr North Pacific Oak Woodland,Tree,Hardwood,629,Western Oak Woodland and Savanna,SAF 233: Oregon White Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,203,255,171,0.796078,1,0.670588
7009,Northwestern Great Plains Aspen Forest and Parkland,7009,2009,Tr Northwestern Great Plains Aspen Forest and Parkland,Tree,Hardwood,602,"Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,192,255,138,0.752941,1,0.541176
7010,Northern Rocky Mountain Western Larch Savanna,7010,2010,Tr Northern Rocky Mountain Western Larch Savanna,Tree,Conifer,644,Western Larch Forest and Woodland,SAF 212: Western Larch,Tree-dominated,Open tree canopy,Deciduous open tree canopy,180,255,148,0.705882,1,0.580392
7011,Rocky Mountain Aspen Forest and Woodland,7011,2011,Tr Rocky Mountain Aspen Forest and Woodland,Tree,Hardwood,602,"Aspen Forest, Woodland, and Parkland",SAF 217: Aspen,Tree-dominated,Open tree canopy,Deciduous open tree canopy,192,255,138,0.752941,1,0.541176
7012,Rocky Mountain Bigtooth Maple Ravine Woodland,7012,2012,Tr Rocky Mountain Bigtooth Maple Ravine Woodland,Tree,Hardwood,605,Bigtooth Maple Woodland,SRM 418: Bigtooth Maple,Tree-dominated,Open tree canopy,Deciduous open tree canopy,171,255,138,0.670588,1,0.541176
7013,Western Great Plains Dry Bur Oak Forest and Woodland,7013,2013,Tr Western Great Plains Dry Bur Oak Forest and Woodland,Tree,Hardwood,659,Bur Oak Woodland and Savanna,SAF 236: Bur Oak,Tree-dominated,Open tree canopy,Deciduous open tree canopy,6,53,122,0.023529,0.207843,0.478431
7014,Central and Southern California Mixed Evergreen Woodland,7014,2014,Tr Central and Southern California Mixed Evergreen Woodland,Tree,Conifer,626,California Mixed Evergreen Forest and Woodland,SAF 249: Canyon Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,145,255,115,0.568627,1,0.45098
7015,California Coastal Redwood Forest,7015,2015,Tr California Coastal Redwood Forest,Tree,Conifer,634,Redwood Forest and Woodland,SAF 232: Redwood,Tree-dominated,Open tree canopy,Evergreen open tree canopy,135,255,105,0.529412,1,0.411765
7016,Colorado Plateau Pinyon-Juniper Woodland,7016,2016,Tr Colorado Plateau Pinyon-Juniper Woodland,Tree,Conifer,630,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,121,255,94,0.47451,1,0.368627
7017,Columbia Plateau Western Juniper Woodland and Savanna,7017,2017,Tr Columbia Plateau Western Juniper Woodland and Savanna,Tree,Conifer,620,Juniper Woodland and Savanna,SRM 107: Western Juniper-Big Sagebrush-Bluebunch Wheatgrass,Tree-dominated,Open tree canopy,Evergreen open tree canopy,108,255,82,0.423529,1,0.321569
7018,East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,7018,2018,Tr East Cascades Mesic Montane Mixed-Conifer Forest and Woodland,Tree,Conifer,643,Douglas-fir-Grand Fir-White Fir Forest and Woodland,SAF 213: Grand Fir,Tree-dominated,Closed tree canopy,Evergreen closed tree canopy,96,255,71,0.376471,1,0.278431
7019,Great Basin Pinyon-Juniper Woodland,7019,2019,Tr Great Basin Pinyon-Juniper Woodland,Tree,Conifer,630,Pinyon-Juniper Woodland,SRM 412: Juniper-Pinyon Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,78,255,59,0.305882,1,0.231373
7020,Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,7020,2020,Tr Inter-Mountain Basins Subalpine Limber-Bristlecone Pine Woodland,Tree,Conifer,621,Limber Pine Woodland,SAF 209: Bristlecone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,63,255,46,0.247059,1,0.180392
7021,Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,7021,2021,Tr Klamath-Siskiyou Lower Montane Serpentine Mixed Conifer Woodland,Tree,Conifer,645,Western Red-cedar-Western Hemlock Forest,SAF 231: Port Orford-Cedar,Tree-dominated,Open tree canopy,Evergreen open tree canopy,42,255,31,0.164706,1,0.121569
7022,Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,7022,2022,Tr Klamath-Siskiyou Upper Montane Serpentine Mixed Conifer Woodland,Tree,Conifer,645,Western Red-cedar-Western Hemlock Forest,SAF 248: Knobcone Pine,Tree-dominated,Open tree canopy,Evergreen open tree canopy,224,252,192,0.878431,0.988235,0.752941
7023,Madrean Encinal,7023,2023,Tr Madrean Encinal,Tree,Conifer-Hardwood,696,Juniper-Oak,SAF 241: Western Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,237,0,0,0.929412,0
7024,Madrean Lower Montane Pine-Oak Forest and Woodland,7024,2024,Tr Madrean Lower Montane Pine-Oak Forest and Woodland,Tree,Conifer-Hardwood,610,Conifer-Oak Forest and Woodland,SAF 241: Western Live Oak,Tree-dominated,Open tree canopy,Evergreen open tree canopy,0,237,0,0,0.929412,0
7025,Madrean Pinyon-Juniper Woodland,7025,2025,Tr Madrean Pinyon-Juniper Woodland,Tree,Conifer,630,Pinyon-Juniper Woodland,SRM 504: Juniper-Pinyon Pine Woodland,Tree-dominated,Open tree canopy,Evergreen open tree canopy,121,255,94,0.47451,1,0.368627
